title,developer,url,published_date,price,genre,description,tags
Brown Bull Street Racing 3,blackramcharger963,https://blackramcharger963.itch.io/brown-bull-street-racing-3,26 April 2025 @ 17:25 UTC,,Racing,"This is the third street racing game for brown bull series, Sequel to Brown Bull Street Racing 2.","['1952-throwback', '2d-retro-racing-video-game-based-on-1952-graphics-with-piskelapp--scratch-3-artwork-from-the-artwork-towards-the-backdrop-scenes-on-the-left-side--the-backdrop-scenes-are-in-the-middle', 'based-on-the-year-of-1952-with-the-cars--before-1952-the-real-classic-cars', 'brown-bull-street-racing-3-racing-video-game', 'Local multiplayer', 'Massively multiplayer', 'Multiplayer', 'piskelapp', 'scratch-3', 'Singleplayer']"
monkey monkey v30,HACKED12345432345,https://hacked12345432345.itch.io/monkey-monkey-v30,26 April 2025 @ 17:24 UTC,,,,[]
Brown Bull Street Racing 2,blackramcharger963,https://blackramcharger963.itch.io/brown-bull-street-racing-2,26 April 2025 @ 17:19 UTC,,Racing,"This is the second street racing game for brown bull series, Sequel to Brown Bull Street Racing.","['1949-throwback', '2d-retro-racing-video-game-based-on-1949-graphics--used-with-piskelapp--scratch-3-artwork', 'based-on-the-year-of-1949-for-the-cars--also-before-1949-for-vintage-classics-passed-1946', 'brown-bull-street-racing-2-racing-video-game', 'Local multiplayer', 'Massively multiplayer', 'Multiplayer', 'piskelapp-for-the-cars', 'scratch-3', 'Singleplayer']"
DUST BIGGER{DEMO},Studio ZENZÃ,https://company-of-zenzo.itch.io/dust-bigger,26 April 2025 @ 17:18 UTC,,Adventure,a 2d adventure game where you have to eat dust but not black  spike or you lose a life.,"['demo', 'Singleplayer']"
The Aliens,blox_krazy,https://blox-krazy.itch.io/the-aliens,26 April 2025 @ 17:14 UTC,,,This game is about hero try to fight aliens to make the city safeâ,['2D']
Brown Bull Street Racing,blackramcharger963,https://blackramcharger963.itch.io/brown-bull-street-racing,26 April 2025 @ 17:14 UTC,,Racing,"This is the first street racing game of brown bull racing, Sequel to Brown Bull Racing VIII Going Underground.","['1946-throwback', '2d-retro-racing-video-game-based-on-1946-graphics', 'based-on-the-mid-40s-of-1946--before-1946-with-other-cars', 'brown-bull-street-racing-racing-video-game', 'Local multiplayer', 'Massively multiplayer', 'Multiplayer', 'piskelapp', 'scratch-3', 'Singleplayer']"
The Aliens,blox_krazy,https://blox-krazy.itch.io/the-aliens,26 April 2025 @ 17:14 UTC,,,This game is about hero try to fight aliens to make the city safeâ,['2D']
Brown Bull Street Racing,blackramcharger963,https://blackramcharger963.itch.io/brown-bull-street-racing,26 April 2025 @ 17:14 UTC,,Racing,"This is the first street racing game of brown bull racing, Sequel to Brown Bull Racing VIII Going Underground.","['1946-throwback', '2d-retro-racing-video-game-based-on-1946-graphics', 'based-on-the-mid-40s-of-1946--before-1946-with-other-cars', 'brown-bull-street-racing-racing-video-game', 'Local multiplayer', 'Massively multiplayer', 'Multiplayer', 'piskelapp', 'scratch-3', 'Singleplayer']"
DDG Vendetta,GabeisCoding,https://gabeiscoding.itch.io/vendetta,,,Platformer,Mafia game for class,[]
Raise The Difficulty,odieman32,https://odieman32.itch.io/raise-the-difficulty,26 April 2025 @ 17:08 UTC,,Action,,"['Pixel Art', 'rouge-like', 'Souls-like']"
RaysAndBlocks01,nielmclaren,https://nielmclaren.itch.io/raysandblocks01,26 April 2025 @ 17:08 UTC,,Puzzle,Move the mirrors and activate both light sensors,[]
OIL SIMULATOR,Guikuui,https://guikuui.itch.io/oil-simulator,26 April 2025 @ 17:07 UTC,,,,[]
FINAL CHAOSâ¢ 128: GOLDEN,Womper,https://womper2.itch.io/final-chaos-128-golden,26 April 2025 @ 17:04 UTC,,Adventure,There is no describing FINAL CHAOS,"['Comedy', 'JRPG', 'Meme', 'RPG Maker']"
Ð§Ð°ÑÐ¾Ð²Ð¸ÐºÑÐ¾Ñ,Kerioth,https://kerioth.itch.io/watchvik,26 April 2025 @ 17:02 UTC,,Platformer,Ð§ÑÐ¾ Ñ Ð»Ð¸ÑÐ¾Ð¼?,[]
Chinese Wedding,JOAN WU,https://profzhai.itch.io/chinese-wedding,26 April 2025 @ 17:01 UTC,,Interactive Fiction,You're All Cordially Invited,"['Atmospheric', 'Music', 'Psychological Horror', 'Romance', 'storygame', 'Story Rich', 'Text based', 'Twine']"
big scary copy by nugget,Hayes Jumonville,https://hayes-jumonville.itch.io/project-scary,,,,,[]
Bombwatch,Game Bang Theory,https://denismarasan.itch.io/bombwatch,26 April 2025 @ 16:59 UTC,,Puzzle,A puzzle game about disarming a bomb.,"['disarming', 'dynamite', 'Minesweeper', 'sapper', 'tnt']"
Digital Traces,l3n3,https://l3n3.itch.io/digital-traces,26 April 2025 @ 16:58 UTC,,Puzzle,,[]
shoot bug,magnesium-deoderant-69,https://magnesium-deoderant-69.itch.io/shoot-bug,26 April 2025 @ 16:58 UTC,,,,[]
Past the Moon; Towards the Sun - Demo,Argama,https://lorulewaifu.itch.io/past-the-moon-towards-the-sun,,,Visual Novel,,[]
Mango tag,Elijahproductions,https://elijahproductions.itch.io/mango-tag,26 April 2025 @ 16:55 UTC,,Simulation,This is a very fun fan game full of a bunch of custom things including horror!,['Horror']
Acccountant simulator (The good one),ExtraLenin444,https://extralenin444.itch.io/accountant-simulator,26 April 2025 @ 16:54 UTC,,Visual Novel,"Replace your father at work while he's watching ""El ClÃ¡sico"". Will you get discovered? It depends on you",['accounting']
Julian & Friends Free,MTSTOTO,https://mtstoto.itch.io/julian-friends-free,26 April 2025 @ 16:53 UTC,,,,[]
hero-vs-Aliens,Anasahmedgamal,https://anasahmedgamal.itch.io/httpsdrivegooglecomdrivefolders1d3-164yf-ksrhppywqodyi5fqa1ymfqquspsha,26 April 2025 @ 16:52 UTC,,,ÙÙØ§Ø¬Ù Ø§ÙÙÙØ² Ø¨Ø±Ø¬Ù Ø·Ø§Ø¦Ø±,[]
Hyper Neon,raed-abodayy,https://raed-abodayy.itch.io/hyper-neon,26 April 2025 @ 16:45 UTC,,Action,,[]
Space Qumen's,zafrorgamesstudio,https://zafrorgamesstudio.itch.io/space-qumen,26 April 2025 @ 16:39 UTC,,Adventure,,['analog']
Peshawa Mahmood,Mona,https://mona-lobert.itch.io/peshawa,26 April 2025 @ 16:38 UTC,,,,[]
Hyper Neon,Mohammed Abdel-Wahab,https://mohammed-abdel-wahab.itch.io/hyper-neon,26 April 2025 @ 16:36 UTC,,Platformer,,"['3D', 'Parkour']"
Apologize to the Knight,Sim_out,https://sim-out.itch.io/apologize-to-the-knight,26 April 2025 @ 16:36 UTC,,Platformer,Apologize?!?!?,"['Atmospheric', 'Dark Fantasy', 'Indie', 'Low-poly', 'Third Person', 'Unity']"
Pythia: An Oracle of Delphi Solo RPG,Megan Fuentes,https://fuentespens.itch.io/pythia,26 April 2025 @ 16:31 UTC,$5,Role Playing,A Print and Play Game Inspired by Greek Mythology,"['Alternate History', 'Female Protagonist', 'mythology', 'No AI', 'Print & Play', 'Singleplayer', 'Solo RPG', 'Story Rich', 'Tabletop role-playing game']"
SkyTagOfficalVR,SkynPro,https://skynpro.itch.io/sky-tag-vr,26 April 2025 @ 16:27 UTC,,Action,,"['3D', 'Funny', 'Unity']"
Cubes Draw Meditation,oxintrix,https://oxintrix.itch.io/cubes-draw-meditation,26 April 2025 @ 16:26 UTC,,,,"['Experimental', 'media-art', 'meditation', 'Mental Health', 'Relaxing', 'Unity']"
JUNK RIDER,htcx,https://htcx.itch.io/junk-rider,26 April 2025 @ 16:22 UTC,,Shooter,A dynamic top-down shooter.,[]
I like Boobs,Protodeny,https://protodeny.itch.io/i-like-boobs,26 April 2025 @ 16:22 UTC,,,,[]
Lomo Overgrow,Dialobic,https://dialobic.itch.io/lomo-overgrow,26 April 2025 @ 16:22 UTC,,Adventure,overgrowned point'n'click,"['Point & Click', 'spring', 'Surreal']"
Project Krisp,SgamerMaster,https://sgamermaster.itch.io/project-krisp,26 April 2025 @ 16:21 UTC,,Action,Be A Monke!,[]
NoPlinko,qRISGames,https://qrisgames.itch.io/noplinko,26 April 2025 @ 16:20 UTC,,,"Game made just for fun, after seeing many scammer ads on facebook XD","['lottery', 'plinko']"
Nira Oni +,RealexTea,https://realextea.itch.io/nira-oni,26 April 2025 @ 16:16 UTC,,Puzzle,Ao Oni fangame,"['2D', 'Anime', 'ao-oni', 'aooni', 'Horror', 'nira-oni', 'niraoni', 'No AI', 'Pixel Art', 'Singleplayer']"
Let's Go Grocery Shopping!,ruemilley,https://ruemilley.itch.io/shopping-game,26 April 2025 @ 16:16 UTC,,Interactive Fiction,Small game where your mom sends you to the grocery store and you have to pick out the right items.,"['2D', 'Cats', 'Cozy', 'Cute', 'Godot', 'Hand-drawn', 'Indie', 'Short', 'Simple', 'Slice Of Life']"
FRTR 2025,tjc266,https://tjc266.itch.io/frtr-2025,26 April 2025 @ 16:13 UTC,,Simulation,"Train hard, fight setbacks, and chase your dream without giving up after one mistake.",[]
Dwarfs & Gunz,RAY-CAST,https://raycastent.itch.io/dwarfs-gunz,26 April 2025 @ 16:03 UTC,,Action,"""You're a dwarf with a shotgun. They're skeletons. You do the math.""","['3D', 'Dark Fantasy', 'Hack and Slash', 'Real time strategy', ""Shoot 'Em Up"", 'Tower Defense']"
That's Too Many Projectiles!,RandomGuy1487,https://randomguy1487.itch.io/thats-too-many-projectiles,26 April 2025 @ 16:03 UTC,,Fighting,Dear GOD that's too many projectiles 0_0,"['2D', 'GameMaker', 'Indie', 'Pixel Art', 'Retro', 'Short', 'Singleplayer']"
FRTR 2025,tjc266,https://tjc266.itch.io/frtr-2025,26 April 2025 @ 16:13 UTC,,Simulation,"Train hard, fight setbacks, and chase your dream without giving up after one mistake.",[]
Dwarfs & Gunz,RAY-CAST,https://raycastent.itch.io/dwarfs-gunz,26 April 2025 @ 16:03 UTC,,Action,"""You're a dwarf with a shotgun. They're skeletons. You do the math.""","['3D', 'Dark Fantasy', 'Hack and Slash', 'Real time strategy', ""Shoot 'Em Up"", 'Tower Defense']"
That's Too Many Projectiles!,RandomGuy1487,https://randomguy1487.itch.io/thats-too-many-projectiles,26 April 2025 @ 16:03 UTC,,Fighting,Dear GOD that's too many projectiles 0_0,"['2D', 'GameMaker', 'Indie', 'Pixel Art', 'Retro', 'Short', 'Singleplayer']"
Scaling fixed,NucleusGames,https://nucleusgames.itch.io/scaling-11,26 April 2025 @ 16:00 UTC,,Card Game,Don't tip the scale!,"['Deck Building', 'Roguelike']"
Clockwork Clock Work,TheSecondLeft,https://thesecondleft.itch.io/clockwork-clock-work,26 April 2025 @ 15:59 UTC,,Action,,[]
Highway traffic,Creator_2025,https://creator-2025.itch.io/highway-traffic,26 April 2025 @ 15:56 UTC,,Racing,,"['2D', 'cars', 'Singleplayer']"
MANKERS VR,sunnyboi vr,https://sunnyboi-vr.itch.io/mankers-vr,26 April 2025 @ 15:54 UTC,,Adventure,,['Multiplayer']
HotTime,AsgatarS,https://asgatars.itch.io/hottime,26 April 2025 @ 15:50 UTC,,Action,Ð¨ÑÑÐµÑ  Ð³Ð´Ðµ Ð²ÑÐµ Ð²Ð·Ð°Ð¸Ð¼Ð¾ÑÐ²ÑÐ·Ð°Ð½Ð¾ ÑÐ¾ Ð²ÑÐµÐ¼ÐµÐ½ÐµÐ¼,"['No AI', 'Top-Down', 'Unreal Engine']"
Zenith,jubislayer,https://jubislayer.itch.io/zenith,26 April 2025 @ 15:49 UTC,,Shooter,Defend. Upgrade. Ascend.,"['Arcade', 'Simple']"
Dark Souls IV - The actual edition,CrypticTM,https://cryptictm.itch.io/dark-souls-iv-the-actual-edition,26 April 2025 @ 15:48 UTC,,Role Playing,"A short meme game filled with references, bad puns and enjoyable interactions with your favorite memes!","['2D', 'Creepy', 'cryptictm', 'Meme', 'No AI', 'Retro', 'RPG Maker', 'Short', 'Singleplayer', 'Souls-like']"
Balance Like a Designer,Izaacs,https://izaacs.itch.io/balance-like-a-designer,26 April 2025 @ 15:47 UTC,,Simulation,Take on the role of a junior game designer tasked with fixing imbalance in a chaotic development studio.,"['Animals', 'Funny', 'Game Design', 'gamedevjs', 'Indie', 'Singleplayer', 'storygame', 'Unity']"
Wheel,Jorickdehoog,https://jorickdehoog.itch.io/wheel,26 April 2025 @ 15:46 UTC,,,,[]
yes,Protodeny,https://protodeny.itch.io/yes,26 April 2025 @ 15:40 UTC,,Visual Novel,,[]
TikTok Live Game - Territory War,Smoo Games,https://smoo-games.itch.io/tiktok-live-game-territory-war,26 April 2025 @ 15:40 UTC,,,Interactive TikTok Live Territory War!,"['interactive-tiktok-live-games', 'live-games', 'livestream', 'money', 'Pixel Art', 'tiktok', 'tiktok-gift-games', 'tiktoklive', 'tiktok-live-games', 'tiktok-livestream']"
project shark v2,TheMonk2014,https://themonk2014.itch.io/project-shark-v2,26 April 2025 @ 15:37 UTC,,,,[]
DUALIGA,cokesloth,https://cokesloth.itch.io/dualiga,26 April 2025 @ 15:36 UTC,,Shooter,Multiversal arcade space shooter,"['Arcade', 'galaga', 'Pixel Art', 'Retro', 'retro-shooter', 'Sci-fi', 'Singleplayer', 'Space', 'space-shooter']"
crazy space story 1 PL BETA(wersja polskojÄzyczna),ScottKotGames,https://scottkotgames.itch.io/crazy-space-story-1-pl-wersja-polskojzyczna,26 April 2025 @ 15:27 UTC,,,,"['2D', 'Animation', 'Meaningful Choices', 'Narrative', 'Point & Click', 'Short', 'Singleplayer', 'Space', 'Sprites', 'Story Rich']"
Pizza Run,Triggs9802,https://triggs9802.itch.io/pizza-run,26 April 2025 @ 15:27 UTC,,Adventure,,[]
Bluey's Road To FUN!,Bthaonly1Games,https://bthaonly1games.itch.io/blueys-road-to-fun,26 April 2025 @ 15:24 UTC,,Platformer,You are a mascot in doogies daycare! Make sure to have some some fÌ¶ÌÌÌ ÍuÌµÍÌÌÍÌÌÍÌÌ®nÌ·Ì¿Ì Ì²,[]
Tread Softly,FlowerFacer,https://flowerfacer.itch.io/tread-softly,,,Adventure,"A ragdoll lamb crosses a tightrope across magical lands. A game about balance, dreams, rage and softness. ðâ¨",[]
Big Scary Modded by Water NEW!,hacked,https://xyzdev1.itch.io/big-scary,26 April 2025 @ 15:17 UTC,,Action,,"['big-scary', 'bigscary', 'big-scary-modded', 'big-scary-vr', 'modded-big-scary']"
It-Sawfull,IIIAJIII,https://iiiajiii.itch.io/it-sawfull,,,Action,"Endless runner, joy-con controller game.",[]
Another Fishing Game,jeremyk6,https://jeremyk6.itch.io/fishing-game,26 April 2025 @ 15:15 UTC,,Simulation,A fishing game developped with Pyxel for the Gamedev.js Jam 2025,['Fishing']
OverDrawn DEMO,arijan!,https://arijxn.itch.io/overdrawn-demo,26 April 2025 @ 15:13 UTC,,Action,Roguelike FPS,"['Black and White', 'Fast-Paced', 'FPS', 'Godot', 'Gore', 'Movement Shooter', 'Procedural Generation', 'Retro', 'Roguelike']"
Unstable Elements,TheGrandArchmage,https://thegrandarchmage.itch.io/unstable-elements,26 April 2025 @ 15:12 UTC,,Shooter,,[]
Rogue Ramen,FuadDev.,https://fuaddev.itch.io/rogue-ramen,26 April 2025 @ 15:11 UTC,,Puzzle,A rogue like board-based Game about a guy with a suit enter Japanese restaurant and fighting for magical noodles,"['2D', 'Pixel Art']"
Call of Poopy: College Beasts,é¨æ,https://ouo56588688.itch.io/call-of-poopy-college-beasts,26 April 2025 @ 15:10 UTC,,,,[]
Rift Apart,VeVoid,https://vevoid.itch.io/rift-apart,26 April 2025 @ 15:09 UTC,,Action,âA wave-based character action game,[]
Two By Two,Zailef,https://zailef.itch.io/two-by-two,26 April 2025 @ 15:00 UTC,,Adventure,God's biggest balance patch yet!,"['3D', 'Singleplayer']"
Farmagedonapocalypse,Plunfldunk,https://plunfldunk.itch.io/farmagedonapocalypse,,,Simulation,Manage your crops and defences against natural disasters!,[]
Bridge Mayhem,zhivkom,https://zhivkom.itch.io/bridge-mayhem,26 April 2025 @ 15:00 UTC,,Puzzle,Control traffic and launch vehicles across risky bridges! Perfect your timing â one mistake and it all falls apart!,[]
Time Survivor,Logos Psychagogia,https://logos-psychagogia.itch.io/time-survivor,26 April 2025 @ 14:58 UTC,,Action,Minimal Survivor Incremental,"['Arena Shooter', 'Minimalist', 'Survivor-like']"
Rivera Waterworks,Kaero,https://brainless-developer.itch.io/rivera-waterworks,26 April 2025 @ 14:58 UTC,,Puzzle,Balance The Waters,[]
Ticket to Elsewhere,Team ElseWare,https://teamelseware.itch.io/tickettoelsewhere,26 April 2025 @ 14:58 UTC,,Visual Novel,What will you place on the scales?,"['2D', 'investigative', 'Narrative', 'No AI', 'Relaxing', 'Short', 'Singleplayer', 'Trains']"
Egg,CallMeWhatever,https://callmewhatever.itch.io/egg,,,Platformer,"You Egg, dont Cregg, get back to Nest",[]
Tilted Greens,jamiehulse,https://jamiehulse.itch.io/tilted-greens,26 April 2025 @ 14:58 UTC,,Platformer,18 Holes of Rolling Chaos - Can You Get Hole In One?,[]
Egg,CallMeWhatever,https://callmewhatever.itch.io/egg,26 April 2025 @ 14:58 UTC,,Platformer,"You Egg, dont Cregg, get back to Nest",[]
Tilted Greens,jamiehulse,https://jamiehulse.itch.io/tilted-greens,26 April 2025 @ 14:58 UTC,,Platformer,18 Holes of Rolling Chaos - Can You Get Hole In One?,[]
getting over the pond,Milky_1,https://milky-1.itch.io/gettingoverthepond,26 April 2025 @ 14:58 UTC,,,,[]
Sylvanis Spirits,Umbrason,https://umbrason.itch.io/sylvanis-spirits,,,,,[]
Two_Player Chakra Balance,DullishDaisy,https://dullishdaisy.itch.io/two-player-chakra-balance,26 April 2025 @ 14:58 UTC,,Puzzle,Open your Chakras to achieve inner Balance,['Two Player']
Tourney Of Wombble,Kosmicar III.,https://kosmicar.itch.io/tourney-of-wombble,,,Fighting,#Fighting,[]
Wesley Wobbles While You Watch,elocnat,https://elocnat.itch.io/wesley-wobbles-while-you-watch,,,Sports,"A frantic, physics-based unicycle balancing gameâ¦with an audience!",[]
A Merchants Balance,RugnirViking,https://rugnirviking.itch.io/a-merchants-balance,26 April 2025 @ 14:57 UTC,,Role Playing,"A merchant game with quests, travel etc","['merchant', 'top']"
The Manual Dev,Migue,https://miguedev.itch.io/the-manual-dev,26 April 2025 @ 14:56 UTC,,,"A ""balance"" game about an 8bit skate for the GameDevJS Jam 2025","['elmiguedev', 'gamedevjs', 'skate']"
Ba-lancer,WindyFeng,https://windyfeng.itch.io/ba-lancer,26 April 2025 @ 14:56 UTC,,Strategy,"Trying to balance all the stats, there's always a catch that needs to be made.","['2d-3d', 'Casual']"
Padlance,RenanVieira,https://renanvieira.itch.io/padlance,26 April 2025 @ 14:56 UTC,,Sports,,"['Arcade', 'Score Attack', 'Short', 'Simple']"
Dungeon of Shadows - YX,pavvo78,https://pavvo78.itch.io/dungeon-of-shadows-yx,26 April 2025 @ 14:55 UTC,,Platformer,A game I created for my wife's birthday,[]
Delivery Dude,nickolas-cerrone,https://nickolas-cerrone.itch.io/delivery-dude,26 April 2025 @ 14:55 UTC,,Action,You must carefully pack your truck's trailer and then set out to transport the day's items as fast as possible!,"['cars', 'Driving', 'Godot', 'Short']"
Capuchin summer update(SERVERS WORK),Capuchinarchiver,https://capuchinarchiver.itch.io/capuchin-summer-update,26 April 2025 @ 14:55 UTC,,,,"['Horror', 'Multiplayer']"
Balance'em,koro.games,https://korogames.itch.io/balanceem,26 April 2025 @ 14:52 UTC,,Role Playing,Game that you balance for yourself,"['Boss battle', 'Deck Building', 'Dungeon Crawler', 'Fantasy', 'Retro', 'Roguelike', 'Roguelite']"
FlyGame,elesrech,https://elesrech.itch.io/flygame,26 April 2025 @ 14:52 UTC,,Action,A game about a fly in search of infinite fruit.,"['Animals', 'Arcade', 'Colorful', 'Godot']"
Creature Protocol: Hack//Attack,plasmophage,https://plasmophage.itch.io/hackattack,26 April 2025 @ 14:51 UTC,,Action,Short Y2K-inspired battler,"['LGBTQIA', 'micro-rpg', 'Monsters', 'Transgender', 'Turn-Based Combat']"
Bridge Chaos,Feenposhleen,https://feenposhleen.itch.io/bridge-chaos,26 April 2025 @ 14:51 UTC,,Puzzle,The bridge is crumbling!,['gamedevjs25']
Split Push,Florian Castel,https://florian-castel.itch.io/split-push,26 April 2025 @ 14:51 UTC,,Puzzle,"Push boxes, solve puzzles and shift the Balance!","['2D', 'Singleplayer', 'Sokoban', 'Top-Down']"
Zombusiness,DavidM92608,https://davidm92608.itch.io/zombusiness,26 April 2025 @ 14:49 UTC,,Action,Balance running a restaurant and surviving the apocalypse.,[]
SLUG HOUSE,MegaMelone,https://megamelone.itch.io/slug-house,26 April 2025 @ 14:48 UTC,,,Battle through the SLUG HOUSE as a drunken fighter in this stylish 2D Beat-em Up Game,[]
Calc-like,Knux,https://soupahknux.itch.io/calc-like,26 April 2025 @ 14:47 UTC,,Puzzle,A roguelike of sorts involving a calculator,"['Godot', 'Pixel Art', 'Roguelike', 'Singleplayer']"
Cave Fella,Mager,https://magertrash.itch.io/cave-fella,26 April 2025 @ 14:47 UTC,,Survival,Made for the Mager Jam in under 24 hours!,"['Game Jam', 'mining']"
Balance of Tris,PatBGames,https://patbgames.itch.io/balance-of-tris,26 April 2025 @ 14:46 UTC,,Puzzle,Place the blocks to make lines while maintaining balance so as not to touch the top boundary.,[]
FuelDash,hopenz,https://hopenz.itch.io/fueldash,26 April 2025 @ 14:46 UTC,,Racing,ÐÑÐºÐ°Ð´Ð½Ð°Ñ 3D-Ð³Ð¾Ð½ÐºÐ°,[]
Space Ship Shooter,c-12342,https://c-12342.itch.io/space-ship-shooter,26 April 2025 @ 14:46 UTC,,Shooter,"You have a player and enemies and you have to kill the enemies to win, if you're dead you will lose.","['3D', 'Action-Adventure', 'Singleplayer', 'Unity']"
Glide-IATOR,SelfTaughtGameDev,https://selftaughtgamedev.itch.io/glide-iator,,,Action,Play as a FLYING SQUIRREL and glide through levels!,[]
Plate,Foxifyy,https://foxifyy.itch.io/plate,26 April 2025 @ 14:43 UTC,,Survival,Keep the Plate Up!,"['Casual', 'html', 'javascript', 'My First Game Jam', 'phaser']"
Junk Funk,malmorsus,https://malmorsus.itch.io/junk-funk,26 April 2025 @ 14:43 UTC,,,,"['2D', 'Arcade', 'Short', 'Singleplayer', 'Top-Down']"
My Little Cults,Kwabs,https://kwabs-545.itch.io/my-little-cults,26 April 2025 @ 14:43 UTC,,Action,Hole: Whats inside?,"['2D', 'Horror', 'Short']"
Scaling,NucleusGames,https://nucleusgames.itch.io/scaling,,,Card Game,Don't tip the Scale!,[]
Island,NinjaDev78!,https://ninjadev78.itch.io/island,26 April 2025 @ 14:42 UTC,,Shooter,Spooky Throwback Shooter,"['Doom', 'FPS', 'Godot', 'Indie', 'Low-poly', 'Retro', 'Spooky']"
Marioo,GuerricCochelin,https://guerriccochelin.itch.io/marioo,26 April 2025 @ 14:41 UTC,,Platformer,,[]
Color Mixing Mage,KiwiPriest,https://kiwipriest.itch.io/color-mixing-mage,26 April 2025 @ 14:41 UTC,,,,[]
Luffy taggers update 3 (gtag copy),TheFireDragonYTT,https://thefiredragonytt.itch.io/luffy-taggers-update-3,26 April 2025 @ 14:40 UTC,,,My gtag copy!,[]
Android of chaos,lamazo99,https://lamazo99.itch.io/android-of-chaos,26 April 2025 @ 14:40 UTC,,Adventure,Explore a mysterious tower without words â only visuals guide your fate.,"['3D', 'androidprotagonist', 'Exploration', 'Fantasy', 'First-Person', 'Futuristic', 'Visualization']"
Marioo,GuerricCochelin,https://guerriccochelin.itch.io/marioo,26 April 2025 @ 14:41 UTC,,Platformer,,[]
Color Mixing Mage,KiwiPriest,https://kiwipriest.itch.io/color-mixing-mage,,,,,[]
Luffy taggers update 3 (gtag copy),TheFireDragonYTT,https://thefiredragonytt.itch.io/luffy-taggers-update-3,26 April 2025 @ 14:40 UTC,,,My gtag copy!,[]
Android of chaos,lamazo99,https://lamazo99.itch.io/android-of-chaos,26 April 2025 @ 14:40 UTC,,Adventure,Explore a mysterious tower without words â only visuals guide your fate.,"['3D', 'androidprotagonist', 'Exploration', 'Fantasy', 'First-Person', 'Futuristic', 'Visualization']"
Game Over,C64 Cracks,https://c64cracks.itch.io/game-over,26 April 2025 @ 14:39 UTC,,Action,Dinamic - 1987,"['Commodore 64', 'dinamic']"
balaline,ex0,https://ex0o.itch.io/balaline,26 April 2025 @ 14:39 UTC,,,,[]
"Please, LEAVE!",amnesicspecies,https://amnesicspecies.itch.io/pleaseleave,26 April 2025 @ 14:39 UTC,,,,[]
Gravity Maze,Jack Le Hamster,https://jacklehamster.itch.io/balance-your-vibe,26 April 2025 @ 14:39 UTC,,Platformer,,"['AI Generated', 'vibe']"
Libra,jtm,https://jtmm.itch.io/libra,26 April 2025 @ 14:37 UTC,,Educational,,[]
Try to balance it!,K O N T A C K T,https://kontackt.itch.io/try-to-balance-it,26 April 2025 @ 14:37 UTC,,Action,Can you beat your last record?,[]
Brended Barge,chemicalRatt,https://chemicalratt.itch.io/brendedbarge,26 April 2025 @ 14:34 UTC,,Action,Tiny Embers Jam 2025,[]
Debt and Taxes,ETTRAN777,https://ettran777.itch.io/debt-and-taxes,26 April 2025 @ 14:33 UTC,,Survival,"Pay off your debt, or get caught trying.",[]
Untitled Sokoban Game,adrian2358,https://adrian2358.itch.io/untitled-sokoban-game,26 April 2025 @ 14:33 UTC,,Puzzle,The classic Sokoban game with some extra features,['Sokoban']
More Wolves Please,LetsPlayUme,https://letsplayume.itch.io/more-wolves-please,26 April 2025 @ 14:33 UTC,,Simulation,,[]
Nash Unbalance,Kranelux,https://kranelux.itch.io/nash-unbalance,,,Strategy,A card game based on Nash Equilibrium for Gamedev.js Jam 2025,[]
Playtesters and Co.,SeeOne,https://seeone.itch.io/playtesters-and-co,26 April 2025 @ 14:32 UTC,,Puzzle,"Balance, A game dev's worst enemy.","['2D', 'Creepy', 'Mystery', 'Pixel Art', 'Retro', 'Singleplayer']"
Pond Explore,mysterycommand,https://mysterycommand.itch.io/pond-explore,,,Simulation,"A quiet, slow paced, contemplative game about discovering ""interesting areas"" of a little pond system.",[]
Riverbound,ultrascopia,https://ultrascopia.itch.io/riverbound,26 April 2025 @ 14:30 UTC,,Simulation,Load your boat and down the river you go!,"['2D', 'Godot', 'Management', 'Pixel Art', 'Short', 'Singleplayer', 'Top-Down', 'two-phase']"
Sentinel,Evdokimov,https://evdokimov.itch.io/sentinel,26 April 2025 @ 14:30 UTC,,Action,Horror where you need to escape from the Sentinel,"['3D', 'AI Generated', 'Alternate History', 'Atmospheric', 'Horror', 'Indie', 'maze', 'Unity']"
Work Date Game,BobbyBurt,https://bobbyburt.itch.io/work-date-game,26 April 2025 @ 14:30 UTC,,Simulation,You double booked a date during your shift at the kitchen. Can you balance both at once without raising suspicion?,"['balance', 'Cooking', 'Dating Sim']"
Prophet's Choice,Goodmorning1444,https://goodmorning1444.itch.io/prophets-choice,26 April 2025 @ 14:29 UTC,,Strategy,A Reigns-like game where your choices will either save or doom your world.,[]
balance block,redadoo,https://redadoo.itch.io/balance-block,26 April 2025 @ 14:29 UTC,,,,[]
DoublePsycho,Kick_Lock,https://kick-lock.itch.io/doublepsycho,26 April 2025 @ 14:28 UTC,,Puzzle,"Fun puzzle platformer, where you need to use two characters to complete all levels","['2D', 'Puzzle-Platformer']"
Me Or Lose,Origami Unicorn,https://origamiunicorn.itch.io/me-or-lose,26 April 2025 @ 14:26 UTC,,Card Game,Play smart â Find your balance with your lovely girlfriend.,"['2D', 'Pixel Art', 'Singleplayer', 'Unity']"
put the ramen on the shelf,oblong,https://oblong.itch.io/put-the-ramen-on-the-shelf,26 April 2025 @ 14:26 UTC,,Simulation,,"['noodles', 'phaser']"
